API10,API12,API14,Well Name,Well Number,Lease Name,Operator Alias (Legacy),Operator Company Name,Operator (Reported),Operator Ticker,Field,County/Parish,DI Basin,DI Play,DI Subplay,DI Landing Zone,DI Landing Zone Source,Target Formation,Formation at Total Depth,Producing Reservoir,Elevation,Elevation Type,Ground Elevation,Measured Depth (TD),True Vertical Depth,True Vertical Depth Source,Production Type,Well Status,Producing Entity Count,Producing Entity ID,Producing Entity Type,Producing Entity Lease Number,Spud Date,Spud Date Source,Completion Date,Completion Date Source,Drill Type,Upper Perforation,Lower Perforation,Gross Perforated Interval,Gross Perforated Interval Source,Horizontal Length,DI Lateral Length,DI Lateral Length Source,Wellbore Count (API10),Completion Count (API10),Treatment Job Count (API10),First Prod Date,Last Prod Date,Months Produced,Start Date (First Treatment Job),End Date (First Treatment Job),Qualifier (First Treatment Job),Treatment Type,Frac Vendor,Stage Count (First Treatment Job),Max Injection Rate (First Treatment Job),Max Injection Pressure (First Treatment Job),Total Proppant (First Treatment Job),Total Fluid (First Treatment Job),Total Additive (First Treatment Job),Proppant Per Horizontal Foot (First Treatment Job),Proppant per Perforated Foot (First Treatment Job),Fluid per Perforated Foot (First Treatment Job),Proppant Concentration (lbs/gal) (First Treatment Job),First Test Gas Volume,First Test Oil Volume,First Test Water Volume,First Test Hours Tested,First Test Production Method,First Well Test Date,First Reported Test Type,Last Well Test Date,Last Test Type,First Test Gas Gravity,First Test Oil Gravity,First Test GOR,First Test Casing Pressure,First Test Choke Size,First Test Flowing Tubing Pressure,Prac IP BOE,Prac IP Gas Daily,Prac IP Oil Daily,Prac IP CFGED,Peak BOE,Peak BOE Month No.,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Peak BOE per perforated Ft,Peak Gas per perforated Ft,Peak Oil per perforated Ft,Peak BOE per 1MM lbs proppant,Peak Gas per 1MM lbs proppant,Peak Oil per 1MM lbs proppant,Peak BOE per 1000 BBL Fluid,Peak Gas per 1000 BBL Fluid,Peak Oil per 1000 BBL Fluid,Cum BOE,Cum Gas,Cum Oil,Cum Water,Cum GOR,Cum BCFGE,Cum MMCFGE,Daily Gas,Daily Oil,Latest Gas,Latest Oil,Latest Water,Latest Yield,Last WHSIP,Latest GOR,First Month Gas,First Month Oil,First Month Water,2nd Month GOR,2nd Month Yield,First 6 BOE,First 6 Gas,First 6 Oil,First 6 Water,First 6 BOE per perforated Ft,First 6 Gas per perforated Ft,First 6 Oil per perforated Ft,First 6 BOE per 1MM lbs proppant,First 6 Gas per 1MM lbs proppant,First 6 Oil per 1MM lbs proppant,First 6 BOE per 1000 BBL Fluid,First 6 Gas per 1000 BBL Fluid,First 6 Oil per 1000 BBL Fluid,First 12 BOE,First 12 Gas,First 12 Oil,First 12 Water,First 12 MMCFGE,First 12 BOE per perforated Ft,First 12 Gas per perforated Ft,First 12 Oil per perforated Ft,First 12 BOE per 1MM lbs proppant,First 12 Gas per 1MM lbs proppant,First 12 Oil per 1MM lbs proppant,First 12 BOE per 1000 BBL Fluid,First 12 Gas per 1000 BBL Fluid,First 12 Oil per 1000 BBL Fluid,Last 12 Gas,Last 12 Oil,Last 12 Water,Last 12 Yield,Prior 12 Gas,Prior 12 Oil,Prior 12 Water,First 24 BOE,First 24 Gas,First 24 Oil,First 24 Water,First 24 MMCFGE,First 60 BOE,First 60 Gas,First 60 Oil,First 60 Water,First 60 MMCFGE,EUR Calc Date,EUR Oil (BE),EUR Oil Months (BE),EUR Oil Proxy (Y/N),EUR Oil Delta (BE),EUR Oil Delta Percent (BE),EUR Oil B-Factor (BE),EUR Oil Initial Rate (BE),EUR Oil Final Rate (BE),EUR Oil Initial Date (BE),EUR Oil End Date (BE),EUR Oil Initial Decline (BE),Oil RRR (BE),EUR Gas (BE),EUR Gas Months (BE),EUR Gas Proxy (Y/N),EUR Gas Delta (BE),EUR Gas Delta Percent (BE),EUR Gas B-Factor (BE),EUR Gas Initial Rate (BE),EUR Gas Final Rate (BE),EUR Gas Initial Date (BE),EUR Gas End Date (BE),EUR Gas Initial Decline (BE),Gas RRR (BE),EUR Oil (Full),EUR Oil Months (Full),EUR Oil B-Factor (Full),EUR Oil Initial Rate (Full),EUR Oil Final Rate (Full),EUR Oil End Date (Full),EUR Oil Initial Decline (Full),Oil RRR (Full),EUR Gas (Full),EUR Gas Months (Full),EUR Gas B-Factor (Full),EUR Gas Initial Rate (Full),EUR Gas Final Rate (Full),EUR Gas End Date (Full),EUR Gas Initial Decline (Full),Gas RRR (Full),EUR (BE) Oil per perforated Ft,EUR (BE) Gas per perforated Ft,EUR (BE) Oil per 1MM lbs proppant,EUR (BE) Gas per 1MM lbs proppant,EUR (BE) Oil per 1000 BBL Fluid,EUR (BE) Gas per 1000 BBL Fluid,EUR (Full) BOE,EUR (Full) BOE per perforated Ft,Horizontal Wellbore Length,TVDSS Mean,Percentage in Landing Zone,Toe in Landing Zone,Footage in Landing Zone,Avg Distance from Top of Zone,Avg Distance from Base of Zone,Ext Formation Thickness Mean,Has Digitized Trajectory (Y/N),Has Filing Document(s) (Y/N),Has Well Log (LAS) (Y/N),Has Well Log (Raster) (Y/N),Has Forecast (Y/N),LAS Mnemonics,Country,AAPG Geologic Province,Play Assessment Basin,State,Section,Township,Range,Quarter Quarter,District,Abstract,Block,Survey,OCS Area,PGC Area,Shallowest Perforation,Deepest Perforation,Gross Perforated Interval (Multiple Prod Entities),Oil Gatherer,Gas Gatherer,Oil Gravity,Gas Gravity,UWI,Surface Hole Latitude (WGS84),Surface Hole Longitude (WGS84),Bottom Hole Latitude (WGS84),Bottom Hole Longitude (WGS84)
2500905355,250090535500,25009053550000,EBET2 212,212,EBET2,CONTANGO RESOURCES COMPANY,CRESCENT ENERGY COMPANY,"CONTANGO RESOURCES, INC.",CRGY,ELK BASIN,CARBON (MT),BIG HORN,,,,,"EMBAR, TENSLEEP","EMBAR, TENSLEEP",MULTIPLE,4741,KB,4730,,6370,REPORTED,OIL,ACTIVE,2,"105681687,105723412",MULTIPLE,MULTIPLE,1965-10-08,REPORTED,1965-12-16,STATE AGENCY,D,6165,6291,126,GROSS PERF INTERVAL,,,,1,1,,1983-09-01,2026-03-01,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5,73.4516,26.2581,231000,2779.33,412,8371,288,1944,114,16.676,412,22.06,66.44,15.43,,,,,,,782364.35,1.195232e+06,583159,788740,2049.58,4.6942,4694.186,78.2989,38.2024,0,817,1373,,,0,2219,893,3207,2797.3,357.4879,6657.67,13624,4387,18077,52.84,108.13,34.82,,,,,,,13158.83,27059,8649,35621,78.953,104.44,214.75,68.64,,,,,,,0,10490,15995,,0,10843,14453,20981,41508,14063,58402,125.886,68366.67,83074,54521,85792,410.2,2026-05-13,590092.56,89,false,0,0,1.99,1882,0,1984-03-01,2033-09-01,0.01,6933.55,1.31314388e+06,89,false,0,0,1.99,6452.65,0,2007-08-01,2033-09-01,0.01,117911.86,590092.56,89,1.99,1882,0,2033-09-01,0.01,6933.55,1.2046725e+06,89,1.99,2577.12,0,2033-09-01,0.01,9440.52,4683.27,9560.89,,,,,790871.31,6276.76,,,,,,,,,false,false,false,false,true,,US,BIG HORN,,MT,27,09S,23E,SENESE,,,,,(N/A),P-515,,,,MULTIPLE,MULTIPLE,,,2500905355,45.019339,-108.884578,45.019339,-108.884578
2500905084,250090508400,25009050840000,NWHEL 003,003,NWHEL,CONTANGO RESOURCES COMPANY,CRESCENT ENERGY COMPANY,"CONTANGO RESOURCES, INC.",CRGY,"ELK BASIN, NORTHWEST",CARBON (MT),BIG HORN,,,,,FRONTIER,FRONTIER,MULTIPLE,4431,KB EST,4418,3349,3349,REPORTED,OIL,ACTIVE,2,"105685161,131007420",MULTIPLE,MULTIPLE,1950-08-13,REPORTED,1950-10-26,STATE AGENCY,V,,,,,,,,1,1,,1987-02-01,2026-03-01,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2333,0,3.2333,19400,495,148,856,149,479,148,2.97,148,,,,,,,,,,46019.21,65257,35143,745634,1856.9,0.2761,276.115,6.0591,3.263,260,58,2169,223.08,,4482.76,0,317,5776,0,,1260,0,1260,19855,,,,,,,,,,2119,0,2119,37260,12.714,,,,,,,,,,4490,536,25538,119.3764,5080,922,25538,3389,0,3389,58786,20.334,8282.83,7505,7032,140613,49.697,2026-05-13,36022.68,130,false,0,0,1.03,184,0,2025-02-01,2037-02-01,0.5,879.68,72928.65,130,false,0,0,1,463.67,0,1999-06-01,2037-02-01,0.01,7671.65,41112.55,130,2,243.76,0,2037-02-01,0.01,5969.56,76435.17,130,2,465.87,0,2037-02-01,0.01,11178.17,,,,,,,53851.745,,,,,,,,,,false,false,false,false,true,,US,BIG HORN,,MT,29,09S,23E,NESENE,,,,,(N/A),P-515,,,,MULTIPLE,MULTIPLE,,,2500905084,45.024608,-108.925968,45.024608,-108.925968
2500905062,250090506200,25009050620000,NWMD2 (MADISON) 14,14,NWMD2 (MADISON),CONTANGO RESOURCES COMPANY,CRESCENT ENERGY COMPANY,"CONTANGO RESOURCES, INC.",CRGY,"ELK BASIN, NORTHWEST",CARBON (MT),BIG HORN,,,,,MADISON,MADISON,MULTIPLE,4330,KB EST,4317,6646,6646,REPORTED,OIL,ACTIVE,3,"105685168,105699974,105699975",MULTIPLE,MULTIPLE,1965-01-09,REPORTED,1965-03-12,STATE AGENCY,V,6156,6179,23,GROSS PERF INTERVAL,,,,1,1,,1982-11-01,2026-03-01,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3871,,3.3871,20322.58,3875,73,2502,362,3875,73,23.25,73,168.48,108.78,168.48,,,,,,,74694.74,91727,59407,1.519513e+06,1544.04,0.4482,448.169,9.0461,5.8587,10,44,2711,4400,,227.27,,250,6131,,,1081,,1081,26508,47,,47,,,,,,,2026,,2026,49665,12.156,88.09,,88.09,,,,,,,236,412,32697,1745.7627,12,747,33533,3503,,3503,87771,21.018,4474,0,4474,87771,26.844,2026-05-13,64632.46,79,false,0,0,2,1158,0,1993-03-01,2032-11-01,0.16,5225.46,91787.86,79,false,0,0,0.1,479,0,2021-07-01,2032-11-01,0.11,60.86,62781.27,79,2,437.5,0,2032-11-01,0.01,3374.27,94417.13,79,1.85,210.7,0,2032-11-01,0.02,2690.12,2729.62,4105.09,,,,,78517.458333,3413.8,,,,,,,,,false,false,false,false,true,,US,BIG HORN,,MT,28,09S,23E,S2NWSW,,,,,(N/A),P-515,,,,MULTIPLE,MULTIPLE,,,2500905062,45.019177,-108.92213,45.019177,-108.92213
2500905057,250090505700,25009050570000,EBET2 205,205,EBET2,CONTANGO RESOURCES COMPANY,CRESCENT ENERGY COMPANY,"CONTANGO RESOURCES, INC.",CRGY,ELK BASIN,CARBON (MT),BIG HORN,,,,,"EMBAR, TENSLEEP","EMBAR, TENSLEEP",MULTIPLE,4622,KB EST,4609,5749,5749,REPORTED,OIL,ACTIVE,2,"105681685,105697104",MULTIPLE,MULTIPLE,1964-12-08,REPORTED,1965-02-24,STATE AGENCY,V,5570,5740,170,GROSS PERF INTERVAL,,,,1,1,,1973-01-01,2026-03-01,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3141.5475,3634.3571,2535.8214,1.8849285714e+07,101017.5,1,153854,5,81858,1,606.105,1,594.22,905.02,481.52,,,,,,,7.13282519e+06,9.130465e+06,5.611081e+06,3.69789e+06,1627.22,42.797,42796.951,475.248,292.0613,0,278,27,,,0,114957,81858,25736,1433.21,697.7359,567853,745308,443635,137674,3340.31,4384.16,2609.62,,,,,,,1.11636967e+06,1.506052e+06,865361,236035,6698.218,6566.88,8859.13,5090.36,,,,,,,125390,3463,433,27.6178,76892,2129,619,2.06642583e+06,2.984957e+06,1.568933e+06,462288,12398.555,3.9522095e+06,5.281407e+06,3.071975e+06,1.224021e+06,23713.257,2026-05-13,5.64719e+06,361,false,0,0,2,500,0,2020-05-01,2056-05-01,0.02,36109.16,1.0177033e+07,361,false,0,0,2,9557.33,0,2024-03-01,2056-05-01,0.01,1.046568e+06,5.6168125e+06,361,0.1,80152.63,0,2056-05-01,0.02,5731.67,9.133798e+06,361,0.1,148511.84,0,2056-05-01,0.02,3332.55,33040.07,53728.22,,,,,7.139112166666e+06,41994.78,,,,,,,,,false,false,false,false,true,,US,BIG HORN,,MT,26,09S,23E,SWSWSW,,,,,(N/A),P-515,,,,MULTIPLE,MULTIPLE,,,2500905057,45.015813,-108.881677,45.015813,-108.881677
2500905055,250090505500,25009050550000,EBET2 208,208,EBET2,CONTANGO RESOURCES COMPANY,CRESCENT ENERGY COMPANY,"CONTANGO RESOURCES, INC.",CRGY,ELK BASIN,CARBON (MT),BIG HORN,,,,,"EMBAR, TENSLEEP","EMBAR, TENSLEEP",MULTIPLE,4507,KB,4495,5983,5983,REPORTED,OIL,ACTIVE,2,"105681686,105723817",MULTIPLE,MULTIPLE,1965-02-06,REPORTED,1965-04-26,STATE AGENCY,V,5846,5944,98,GROSS PERF INTERVAL,,,,1,1,,1983-09-01,2026-03-01,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.05,72.3,77,534300,6197,43,13419,468,5245,43,37.182,43,63.23,136.93,53.52,,,,,,,897254.8,1.115987e+06,711257,38419,1569.03,5.3835,5383.529,72.4996,46.2065,0,212,373,,,0,1968,2359,75,938.96,1065.0069,21036.33,14690,18588,149,214.66,149.9,189.67,,,,,,,37620.5,26463,33210,204,225.723,383.88,270.03,338.88,,,,,,,0,2944,2745,,0,4422,3493,67778,54738,58655,782,406.668,199660.67,167062,171817,782,1197.964,2026-05-13,723362.5,89,false,0,0,0.31,2002.43,0,2018-09-01,2033-09-01,0.03,12105.52,1.157312e+06,89,false,0,0,0.1,6100.21,0,2018-09-01,2033-09-01,0.02,41324.95,725342.5,89,2,3859.42,0,2033-09-01,0.01,14085.5,1.13744275e+06,89,1,4935,0,2033-09-01,0.01,21455.77,7401.45,11606.56,,,,,914916.291666,9335.88,,,,,,,,,false,false,false,false,true,,US,BIG HORN,,MT,28,09S,23E,SESESE,,,,,(N/A),P-515,,,,MULTIPLE,MULTIPLE,,,2500905055,45.015467,-108.905371,45.015467,-108.905371
2500905053,250090505300,25009050530000,EBET2 004,004,EBET2,CONTANGO RESOURCES COMPANY,CRESCENT ENERGY COMPANY,"CONTANGO RESOURCES, INC.",CRGY,ELK BASIN,CARBON (MT),BIG HORN,,,,,"EMBAR, TENSLEEP","EMBAR, TENSLEEP",MULTIPLE,4349,KB,4340,5603,5603,REPORTED,OIL,ACTIVE,2,"105681676,105697097",MULTIPLE,MULTIPLE,1944-12-04,REPORTED,1945-04-26,STATE AGENCY,V,,,,,,,,1,1,,1983-09-01,2026-03-01,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.3171,70.2258,24.6129,217903.225,4120.67,473,20758,473,2044,49,24.724,473,,,,,,,,,,491932.65,762004,364932,50916,2088.07,2.9516,2951.596,49.7912,23.8455,0,541,93,,,0,2021,797,27,2853.21,350.4823,5167.33,11354,3275,155,,,,,,,,,,7606.33,17528,4685,236,45.638,,,,,,,,,,0,6432,629,,0,5651,700,18147.33,28058,13471,464,108.884,68642.5,77283,55762,37313,411.855,2026-05-13,373404.84,89,false,0,0,1.99,1728.29,0,1985-05-01,2033-09-01,0.01,8472.84,774816.06,89,false,0,0,1.58,10379,0,1993-08-01,2033-09-01,0.25,12812.07,373404.84,89,1.99,1728.29,0,2033-09-01,0.01,8472.84,771216.31,89,2,1985.44,0,2033-09-01,0.01,9212.34,,,,,,,501940.891666,,,,,,,,,,false,false,false,false,true,,US,BIG HORN,,MT,34,09S,23E,NENWNW,,,,,(N/A),P-515,,,,MULTIPLE,MULTIPLE,,,2500905053,45.01375,-108.900375,45.01375,-108.900375
2500905050,250090505000,25009050500000,EBET2 008,008,EBET2,CONTANGO RESOURCES COMPANY,CRESCENT ENERGY COMPANY,"CONTANGO RESOURCES, INC.",CRGY,ELK BASIN,CARBON (MT),BIG HORN,,,,,"EMBAR, TENSLEEP","EMBAR, TENSLEEP",MULTIPLE,4584,KB,4573,5618,5618,REPORTED,OIL,ACTIVE,2,"105681677,105697098",MULTIPLE,MULTIPLE,1944-12-09,REPORTED,1945-06-03,STATE AGENCY,V,,,,,,,,1,1,,1983-09-01,2026-03-01,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7203,16.5161,35.9677,232322.58,4023.67,511,23482,511,2795,25,24.142,511,,,,,,,,,,413546.8,722129,293192,257626,2462.99,2.4813,2481.281,47.3683,19.232,23482,110,114,4.68,,213472.73,517,1245,7058,459.19,2177.7344,6306.83,1451,6065,38845,,,,,,,,,,11662.33,3398,11096,75930,69.974,,,,,,,,,,77599,1324,1337,17.0621,75796,3410,1767,30943.33,3398,30377,183860,185.66,111296.83,68897,99814,184434,667.781,2026-05-13,294538.94,89,false,0,0,0.1,696.67,0,2023-05-01,2033-09-01,0.07,1346.94,861264.94,89,false,0,0,0.51,14005.75,0,2023-03-01,2033-09-01,0.06,139135.91,299063.34,89,1.74,2579.92,0,2033-09-01,0.04,5871.36,732293.88,89,1.85,3354.01,0,2033-09-01,0.06,10164.87,,,,,,,421112.32,,,,,,,,,,false,false,false,false,true,,US,BIG HORN,,MT,35,09S,23E,NENWNW,,,,,(N/A),P-515,,,,MULTIPLE,MULTIPLE,,,2500905050,45.013816,-108.880516,45.013816,-108.880516
2500905048,250090504800,25009050480000,EBM2 021,021,EBM2,CONTANGO RESOURCES COMPANY,CRESCENT ENERGY COMPANY,"CONTANGO RESOURCES, INC.",CRGY,ELK BASIN,CARBON (MT),BIG HORN,,,,,MADISON,MADISON,MADISON,4659,KB EST,4646,5706,5706,REPORTED,OIL,ACTIVE,1,105681713,COM,597,1944-06-15,REPORTED,1966-03-29,STATE AGENCY,V,5411,5571,160,GROSS PERF INTERVAL,,,,1,1,,1986-01-01,2026-03-01,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7382,1.6429,12.4643,76428.571,1508.67,241,1364,341,1430,241,9.052,241,9.43,8.53,8.94,,,,,,,197871.66,74956,185379,1.981533e+06,404.34,1.1872,1187.23,6.4384,15.9233,0,249,6760,,,0,48,390,2436,131.81,7586.9565,3134.5,561,3041,16783,19.59,3.51,19.01,,,,,,,3991.83,779,3862,30153,23.951,24.95,4.87,24.14,,,,,,,867,2848,81417,3284.8904,2403,2103,72273,9356.17,2677,8910,67347,56.137,32222,10224,30518,204826,193.332,2026-05-13,205623.77,117,false,0,0,0.95,715,0,2012-10-01,2036-01-01,0.01,20244.77,80687.55,117,false,0,0,1.9,419,0,2024-12-01,2036-01-01,0.5,5731.55,191207.25,117,1.99,1108.82,0,2036-01-01,0.01,5828.26,77550.95,117,1.31,454,0,2036-01-01,0.01,2594.94,1195.05,484.69,,,,,204132.408333,1275.83,,,,,,,,,false,false,false,false,true,,US,BIG HORN,,MT,35,09S,23E,N2NWSE,,,,,(N/A),P-515,,,,,,,,2500905048,45.006266,-108.871078,45.006266,-108.871078
2500905047,250090504700,25009050470000,EMB2 006,006,EMB2,CONTANGO RESOURCES COMPANY,CRESCENT ENERGY COMPANY,"CONTANGO RESOURCES, INC.",CRGY,ELK BASIN,CARBON (MT),BIG HORN,,,,,MADISON,MADISON,MADISON,4437,KB,4431,5630,5630,REPORTED,OIL,ACTIVE,1,105681820,COM,597,1944-07-28,REPORTED,1966-12-09,STATE AGENCY,V,5170,5390,220,GROSS PERF INTERVAL,,,,1,1,,1983-09-01,2026-03-01,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6397,0.7419,28.5161,171838.709,2288.67,95,1192,95,2090,95,13.732,95,10.4,5.42,9.5,,,,,,,290838.31,92906,275354,2.147569e+06,337.41,1.745,1745.03,6.1715,18.2911,0,167,10639,,,0,27,1028,938,26.02,38434.7826,5521.33,50,5513,5285,25.1,0.23,25.06,,,,,,,12493.17,175,12464,11905,74.959,56.79,0.8,56.65,,,,,,,0,1832,113677,,0,1220,44196,26628.5,1275,26416,29628,159.771,44997.83,5405,44097,82928,269.987,2026-05-13,282950.81,89,false,0,0,1.92,1262.71,0,1991-07-01,2033-09-01,0.01,7596.81,97553.38,89,false,0,0,2,860.89,0,2014-05-01,2033-09-01,0.5,4647.38,281009.94,89,1.92,1537.04,0,2033-09-01,0.01,5655.92,94796.16,89,1.99,487.4,0,2033-09-01,0.01,1890.16,1277.32,430.89,,,,,296809.3,1349.13,,,,,,,,,false,false,false,false,true,,US,BIG HORN,,MT,34,09S,23E,NENWNE,,,,,(N/A),P-515,,,,,,,,2500905047,45.013507,-108.890186,45.013507,-108.890186
2500905046,250090504600,25009050460000,EBM2 030,030,EBM2,CONTANGO RESOURCES COMPANY,CRESCENT ENERGY COMPANY,"CONTANGO RESOURCES, INC.",CRGY,ELK BASIN,CARBON (MT),BIG HORN,,,,,MADISON,MADISON,MADISON,4800,KB,4797.26,6232,6232,REPORTED,OIL,ACTIVE,1,105681718,COM,597,1944-05-10,REPORTED,1959-08-15,STATE AGENCY,V,4579,6183,1604,GROSS PERF INTERVAL,,,,1,1,,1983-09-01,2026-03-01,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.9623,26.0968,50.6129,329774.193,3286.5,75,4140,9,3112,75,19.719,75,2.05,2.58,1.94,,,,,,,533141.93,185849,502167,1.369865e+06,370.09,3.1989,3198.851,12.0893,32.6655,0,403,4897,,,0,718,1671,1515,515.62,1939.4314,7962.5,1527,7708,7650,4.96,0.95,4.81,,,,,,,16489.5,6201,15456,18339,98.937,10.28,3.87,9.64,,,,,,,0,5223,60075,,0,5277,56683,34952.17,11143,33095,41563,209.713,82942.17,29299,78059,96700,497.653,2026-05-13,511957.28,89,false,0,0,1.98,2181,0,1987-02-01,2033-09-01,0.01,9790.27,194877.66,89,false,0,0,2,1027,0,2014-05-01,2033-09-01,0.19,9028.66,513492.53,89,1.99,3181.44,0,2033-09-01,0.01,11325.53,189874.72,89,1.98,2070,0,2033-09-01,0.06,4025.72,320.13,118.38,,,,,545138.316666,339.86,,,,,,,,,false,false,false,false,true,,US,BIG HORN,,MT,35,09S,23E,NWSESE,,,,,(N/A),P-515,,,,,,,,2500905046,45.002649,-108.866061,45.002649,-108.866061
2500905039,250090503900,25009050390000,EBM 10,10,EBM,CONTANGO RESOURCES COMPANY,CRESCENT ENERGY COMPANY,"CONTANGO RESOURCES, INC.",CRGY,ELK BASIN,CARBON (MT),BIG HORN,,,,,MADISON,MADISON,MADISON,4511,KB,4506,5829,5829,REPORTED,OIL,ACTIVE,1,105681706,COM,597,1944-08-15,REPORTED,1966-11-30,STATE AGENCY,V,5356,5558,202,GROSS PERF INTERVAL,,,,1,1,,1983-09-01,2026-03-01,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0268,14.871,19.5484,132161.29,1001.83,19,1019,369,964,9,6.011,19,4.96,5.04,4.77,,,,,,,100183.01,32112,94831,2.625075e+06,338.62,0.6011,601.098,4.9832,14.7162,0,159,1927,,,0,282,634,41953,760.73,1314.5336,3954.83,743,3831,242863,19.58,3.68,18.97,,,,,,,8438.67,934,8283,510169,50.632,41.78,4.62,41,,,,,,,0,2217,22272,,0,2209,21386,18753.67,2524,18333,1.112215e+06,112.522,30680.5,5553,29755,2.311972e+06,184.083,2026-05-13,113803.03,89,false,0,0,2,911.15,0,1984-05-01,2033-09-01,0.01,18972.03,38828.41,89,false,0,0,1.06,643,0,2014-05-01,2033-09-01,0.04,6716.4,113803.03,89,2,911.15,0,2033-09-01,0.01,18972.03,40198.37,89,2,321.5,0,2033-09-01,0.01,8086.37,563.38,199,,,,,120502.758333,596.55,,,,,,,,,false,false,false,false,true,,US,BIG HORN,,MT,34,09S,23E,NESWNE,,,,,(N/A),P-515,,,,,,,,2500905039,45.010161,-108.890184,45.010161,-108.890184
2500905038,250090503800,25009050380000,EBM2 011,011,EBM2,CONTANGO RESOURCES COMPANY,CRESCENT ENERGY COMPANY,"CONTANGO RESOURCES, INC.",CRGY,ELK BASIN,CARBON (MT),BIG HORN,,,,,MADISON,MADISON,MADISON,4510,KB EST,4497,5480,5480,REPORTED,OIL,ACTIVE,1,105681707,COM,597,1944-02-17,REPORTED,1966-04-12,STATE AGENCY,V,5036,5221,185,GROSS PERF INTERVAL,,,,1,1,,1983-09-01,2026-03-01,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.9087,26.5484,85.4839,539451.612,5868.5,42,2739,63,5413,42,35.211,42,31.72,14.81,29.26,,,,,,,907338.01,298338,857615,2.868839e+06,347.87,5.444,5444.028,19.3312,55.5702,0,898,8207,,,0,720,2680,1072,310.57,3219.9271,16696.17,1543,16439,3989,90.25,8.34,88.86,,,,,,,35466.5,2025,35129,8583,212.799,191.71,10.95,189.89,,,,,,,0,9849,99877,,0,9035,98542,80187.67,14236,77815,20894,481.126,202411,49656,194135,66849,1214.466,2026-05-13,875868.38,89,false,0,0,1.99,4059.75,0,1987-02-01,2033-09-01,0.01,18253.38,317960.81,89,false,0,0,2,1433,0,2014-05-01,2033-09-01,0.07,19622.82,875012.06,89,1.98,4418.38,0,2033-09-01,0.01,17397.06,304215.66,89,1.99,1507.01,0,2033-09-01,0.01,5877.64,4729.79,1644.41,,,,,925714.67,5003.86,,,,,,,,,false,false,false,false,true,,US,BIG HORN,,MT,34,09S,23E,NESENE,,,,,(N/A),P-515,,,,,,,,2500905038,45.010177,-108.885078,45.010177,-108.885078
2500905036,250090503600,25009050360000,EBET2 203,203,EBET2,CONTANGO RESOURCES COMPANY,CRESCENT ENERGY COMPANY,"CONTANGO RESOURCES, INC.",CRGY,ELK BASIN,CARBON (MT),BIG HORN,,,,,"EMBAR, TENSLEEP","EMBAR, TENSLEEP",MULTIPLE,4420,KB,4408,5925,5925,REPORTED,OIL,ACTIVE,2,"105681684,105697103",MULTIPLE,MULTIPLE,1964-08-06,REPORTED,1964-09-08,STATE AGENCY,V,,,,,,,,1,1,,1983-09-01,2026-03-01,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9355,77.8065,77.9677,545612.903,9057.83,38,7997,38,7725,38,54.347,38,,,,,,,,,,781060,813816,645424,80531,1260.9,4.6864,4686.36,53.407,42.3562,0,345,165,,,0,2350,2649,223,997.93,1002.073,18947,13686,16666,1339,,,,,,,,,,41957,28152,37265,2255,251.742,,,,,,,,,,0,3902,2347,,0,3036,1537,82856.83,49715,74571,10277,497.141,258592,199944,225268,11500,1551.552,2026-05-13,652437.31,89,false,0,0,0.13,5530.23,0,1985-01-01,2033-09-01,0.01,7013.33,829832.19,89,false,0,0,1.72,4237.76,0,1985-01-01,2033-09-01,0.01,16016.21,652437.31,89,0.13,5530.23,0,2033-09-01,0.01,7013.33,829832.19,89,1.72,4237.76,0,2033-09-01,0.01,16016.21,,,,,,,790742.675,,,,,,,,,,false,false,false,false,true,,US,BIG HORN,,MT,34,09S,23E,NESWNW,,,,,(N/A),P-515,,,,MULTIPLE,MULTIPLE,,,2500905036,45.009441,-108.901288,45.009441,-108.901288
